date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
04-10,37.7,90.8,95.3,48.5,28.6,63.0,29.7,17.4,45.6,22.4,32.2,24.9,98.9,26.7,108.0,64.5,77.7,82.5,73.1,44.3,25.8,53.9,51.3,36.2,72.8,79.3,26.9,37.6,46.1,47.5,66.1,33.9,25.2,19.4,2.3,35.9,79.5,29.9,66.4,31.0,18.3,8.0,74.3,,2.3,20.0,29.82,65.14,81.9,108.0,45.2,44.3,49.6
04-11,37.6,90.8,95.3,49.5,28.2,63.0,28.9,16.3,44.7,21.6,32.2,24.3,98.9,26.9,108.1,64.5,77.7,83.2,74.0,43.7,26.1,53.6,51.3,35.9,73.1,79.9,26.5,37.1,46.1,47.5,66.1,33.4,25.8,18.7,2.0,34.8,79.5,29.4,66.1,30.9,17.9,7.1,73.8,,2.0,19.28,29.2,65.14,82.54,108.1,44.9,43.7,49.6
04-12,37.6,87.6,95.3,49.5,27.8,62.8,28.1,15.3,43.0,21.2,32.5,24.2,98.9,27.0,107.8,64.5,77.7,83.4,74.0,43.2,26.1,53.1,51.3,35.2,73.1,80.3,26.7,37.0,46.1,47.2,66.1,34.1,23.9,17.7,1.6,34.0,79.5,29.4,66.1,30.7,17.3,8.1,73.5,,1.6,18.4,28.88,65.14,82.78,107.8,44.6,43.0,49.6
04-13,37.5,88.7,95.4,49.5,27.4,62.7,27.9,14.6,41.7,20.2,32.7,23.9,98.9,26.5,108.3,64.5,77.5,84.2,74.1,43.0,26.6,52.4,52.3,34.3,73.1,81.1,27.0,36.8,46.1,48.0,66.1,34.1,22.6,16.5,1.2,33.0,79.7,29.5,66.2,30.4,16.5,8.1,73.1,,1.2,17.24,28.86,65.14,83.58,108.3,44.6,41.7,49.6
04-14,37.3,89.9,95.9,49.6,27.0,62.6,27.3,14.6,39.9,18.9,31.7,23.2,99.1,25.7,110.3,64.4,77.0,85.9,74.1,42.9,26.7,51.9,55.0,32.8,73.1,82.0,26.5,36.7,45.9,48.0,66.7,35.3,21.4,15.9,1.1,32.4,81.0,29.3,66.1,30.0,16.2,8.4,72.8,,1.1,16.74,28.5,65.08,85.12,110.3,44.4,39.9,49.6
04-15,36.6,92.0,96.0,48.5,26.0,62.6,26.6,14.6,39.3,17.7,31.7,23.0,99.1,24.8,110.1,64.4,73.5,86.2,74.1,42.7,26.7,51.1,55.7,32.6,73.1,83.2,27.0,36.6,45.9,48.0,66.7,35.4,20.7,15.0,0.9,32.1,80.8,28.9,66.0,29.6,16.2,11.5,72.4,,0.9,16.5,28.14,65.04,85.6,110.1,44.3,39.3,49.6
04-16,35.6,92.1,96.1,47.0,25.0,65.1,25.7,14.4,38.2,16.7,31.9,23.0,99.1,23.5,110.1,64.4,70.9,86.3,74.1,42.6,26.7,50.3,55.7,32.6,73.1,83.2,26.4,36.5,45.8,48.0,66.7,35.4,20.9,14.2,0.8,31.9,80.8,29.4,66.2,29.0,16.2,13.1,72.2,,0.8,16.3,28.08,65.54,85.68,110.1,44.2,38.2,49.6
04-17,35.0,92.1,96.6,46.3,25.0,65.1,24.8,14.3,36.6,16.3,32.0,22.4,99.1,21.7,110.1,64.9,69.4,86.3,74.3,42.6,25.7,50.4,57.0,32.4,73.1,85.9,26.1,35.9,45.6,48.0,66.7,35.3,20.9,13.3,0.5,31.9,81.1,29.9,66.5,28.3,15.9,13.1,72.0,,0.5,15.98,27.42,65.66,86.22,110.1,44.1,36.6,49.6
04-18,34.0,92.1,96.3,46.0,25.0,66.1,23.8,13.6,35.2,16.2,32.0,21.7,99.7,19.9,110.6,65.0,67.9,86.3,73.8,43.8,25.4,51.3,57.0,32.4,73.1,85.9,25.8,35.2,45.4,48.0,69.0,35.2,20.9,12.0,0.0,31.8,82.2,29.9,66.3,27.8,15.4,12.9,71.9,,0.0,15.56,27.0,66.18,86.22,110.6,44.6,35.2,49.6
04-19,33.8,92.1,96.9,46.0,25.0,66.1,24.0,13.6,33.9,15.0,31.0,21.5,99.9,17.8,110.6,65.1,66.7,86.3,71.8,43.8,25.5,52.1,57.0,32.9,73.1,87.0,26.3,34.5,44.7,48.0,70.7,35.0,20.9,11.2,0.0,31.2,82.8,29.8,65.7,27.5,14.8,12.5,72.3,,0.0,14.84,27.02,65.86,86.86,110.6,44.2,35.0,49.6
04-20,34.0,92.1,97.7,46.5,25.0,66.2,24.0,14.3,32.2,14.5,31.5,21.1,99.3,16.0,110.7,65.0,65.9,87.0,69.7,43.8,27.2,52.1,57.0,34.2,73.1,87.0,26.6,34.0,43.9,47.9,70.2,34.2,20.9,10.5,0.0,30.1,82.8,29.5,65.1,27.1,13.9,12.9,72.3,,0.0,14.34,27.16,65.42,87.0,110.7,43.8,34.2,49.6
04-21,34.0,92.0,98.3,46.5,25.3,65.0,23.5,14.9,30.4,14.3,31.7,21.1,99.3,14.5,112.1,65.0,63.4,86.8,67.3,43.8,28.7,52.1,57.2,35.8,73.2,87.0,26.7,34.0,42.7,48.3,70.9,33.4,20.0,9.9,0.0,29.0,82.8,29.5,64.5,26.5,13.0,13.1,72.1,,0.0,14.34,27.9,64.7,86.96,112.1,43.2,35.8,49.6
04-22,33.7,91.4,98.4,46.6,25.7,62.3,22.7,15.1,30.4,14.5,31.6,21.1,98.9,13.2,112.1,64.9,62.2,85.3,66.1,43.8,28.7,52.5,57.2,35.8,73.2,87.0,27.6,34.0,41.4,48.7,70.7,31.7,18.9,9.4,0.0,27.8,82.4,28.7,64.0,25.7,12.6,16.0,71.5,,0.0,14.62,27.72,62.98,86.66,112.1,42.6,35.8,49.6
04-23,32.7,90.5,98.5,47.0,25.6,59.9,21.3,15.8,30.4,14.9,31.4,20.9,98.7,12.4,112.1,64.7,62.3,83.9,65.7,43.7,29.1,52.8,57.2,35.8,73.2,87.4,29.5,34.0,40.3,49.0,70.4,30.2,18.3,10.2,0.0,28.5,81.7,27.9,63.6,24.8,11.8,16.1,70.7,,0.0,15.08,28.26,62.82,86.7,112.1,42.0,35.8,49.6
04-24,30.6,90.2,100.3,47.2,25.1,57.6,20.3,15.9,31.5,15.6,31.1,20.1,98.5,12.4,112.1,64.6,62.0,82.9,65.4,43.6,29.0,51.9,58.0,36.3,73.2,87.6,29.4,34.3,38.0,48.8,71.4,28.8,17.6,10.2,0.0,28.5,80.8,27.0,63.0,23.6,10.7,16.1,70.0,,0.0,15.66,27.9,62.4,86.66,112.1,40.8,36.3,49.6
04-25,28.5,89.4,103.0,46.1,24.1,58.7,19.2,16.1,32.1,15.9,31.7,19.4,98.5,13.0,112.1,64.5,61.7,82.8,65.0,44.2,28.9,51.0,58.7,35.4,73.5,87.6,29.2,34.0,38.4,48.6,72.8,27.6,17.2,10.2,1.1,28.6,80.4,26.0,62.0,22.5,10.7,16.1,69.3,,1.1,15.94,26.96,61.82,86.64,112.1,41.3,35.4,49.6
04-26,28.5,89.4,103.4,45.7,23.8,62.5,18.0,15.9,32.4,15.4,32.2,18.6,97.9,15.2,112.1,64.2,60.9,82.6,63.8,44.0,28.2,50.5,60.0,34.4,73.6,88.1,29.1,33.5,38.3,48.4,73.4,27.3,15.4,12.2,2.8,28.6,79.9,24.9,60.7,21.3,11.1,16.0,67.9,,2.8,15.4,26.34,61.54,87.0,112.1,41.2,34.4,49.6
04-27,28.5,89.0,103.8,45.4,23.6,61.1,16.2,15.3,32.4,14.4,32.5,18.1,97.8,15.7,112.1,63.8,58.7,82.2,63.8,42.9,26.5,49.7,61.6,33.5,73.3,88.0,28.6,32.7,38.2,48.2,73.4,27.0,14.1,12.2,2.3,28.7,79.5,24.0,58.8,20.2,11.1,15.7,66.6,,2.3,14.58,25.5,61.3,86.84,112.1,40.6,33.5,49.6
04-28,28.5,88.9,105.1,45.4,23.3,59.7,15.1,14.3,32.4,12.6,31.8,17.3,97.4,15.7,112.7,61.7,56.9,81.8,63.0,40.2,25.1,48.9,62.1,32.1,73.6,87.7,27.4,31.9,37.5,49.5,73.4,26.9,13.1,12.2,1.5,28.8,78.8,22.9,56.7,19.0,11.2,15.4,65.2,,1.5,13.34,24.38,60.5,86.52,112.7,38.8,32.4,49.6
04-29,27.3,88.2,106.8,45.4,22.5,57.8,13.6,13.4,32.1,10.7,30.9,16.3,96.4,15.3,113.2,60.8,57.6,80.1,63.0,37.3,23.6,49.5,62.5,29.6,73.5,88.5,26.9,30.8,36.3,51.7,73.4,26.5,11.4,12.0,0.2,28.8,78.1,22.8,54.7,17.3,10.8,15.3,63.4,,0.2,12.28,23.28,59.0,86.58,113.2,36.8,32.1,49.6
04-30,25.9,87.5,107.6,45.4,21.8,54.7,12.2,13.1,31.3,10.7,30.6,15.1,95.8,15.1,114.1,60.7,58.1,78.4,63.4,37.1,23.4,50.4,62.8,28.1,73.6,88.0,24.8,30.1,36.1,51.7,73.4,25.7,9.7,11.6,0.0,28.5,77.2,22.8,53.4,15.6,9.8,15.1,61.2,,0.0,11.72,23.16,59.14,85.68,114.1,36.6,31.3,49.6
05-01,23.6,87.3,108.0,45.4,21.3,52.5,12.4,12.8,31.1,10.7,30.5,14.6,93.2,14.9,114.7,59.0,58.1,77.2,63.6,36.9,21.4,50.9,63.0,27.4,74.1,87.0,23.4,29.8,35.9,51.7,73.3,24.5,8.2,11.2,0.0,28.4,76.3,22.7,52.3,13.9,8.1,14.8,59.3,,0.0,11.44,22.18,58.46,85.04,114.7,36.4,31.1,49.6
05-02,21.5,87.2,108.1,46.5,20.1,52.0,12.7,13.5,30.9,10.0,30.6,14.1,91.5,14.5,115.4,57.1,57.6,75.1,63.3,34.5,19.3,50.9,64.1,26.3,73.9,86.8,21.9,29.6,37.1,51.7,73.1,23.3,7.1,10.3,0.0,27.9,75.7,22.5,52.0,13.1,6.7,14.5,58.2,,0.0,10.78,20.94,57.3,84.58,115.4,35.8,30.9,49.6
05-03,21.5,85.3,108.3,46.7,19.0,51.2,13.2,13.4,30.7,9.0,30.7,13.3,91.4,13.5,115.4,54.9,56.1,74.3,63.7,32.5,18.0,50.9,65.1,24.7,73.6,86.3,22.4,29.0,38.3,51.3,72.9,22.6,5.1,9.1,0.0,27.1,74.5,21.8,51.8,12.0,5.7,14.3,58.5,,0.0,9.68,20.5,55.38,83.14,115.4,35.4,30.7,49.6
05-04,21.5,85.0,108.4,47.9,18.3,51.0,12.3,12.8,29.6,7.7,30.8,12.6,91.6,12.3,115.4,53.6,53.5,73.2,65.5,31.2,17.6,50.8,65.5,22.8,73.6,86.0,22.7,28.0,40.3,50.4,71.7,21.9,3.2,7.7,0.0,26.3,72.9,21.0,51.5,11.7,4.7,13.9,58.5,,0.0,8.5,19.92,53.54,82.72,115.4,35.8,30.8,49.6
05-05,18.8,83.2,108.6,46.1,17.8,50.7,10.9,12.2,27.9,6.1,30.6,11.6,91.8,10.9,115.5,52.4,50.9,72.3,65.5,28.8,16.6,50.6,65.8,20.5,73.5,85.5,23.1,26.7,40.7,49.7,70.7,21.9,2.6,6.6,0.0,25.5,70.9,20.1,50.6,10.8,3.2,13.4,58.7,,0.0,7.44,18.4,51.5,81.26,115.5,35.6,28.8,49.6
05-06,18.5,82.1,110.0,45.3,17.0,49.9,9.9,11.6,26.7,3.8,30.0,10.8,91.9,9.8,115.5,51.4,49.1,72.4,65.9,27.0,14.9,48.7,66.5,18.1,72.0,84.9,23.4,25.1,39.5,49.0,69.9,21.3,2.3,6.2,0.0,24.9,68.3,19.4,49.7,9.6,2.2,12.3,58.9,,0.0,6.88,17.66,50.5,80.16,115.5,34.8,27.0,49.6
05-07,18.2,81.3,110.0,45.0,16.1,49.3,8.9,11.9,25.4,2.2,29.5,9.1,92.1,9.9,115.5,50.4,47.2,72.1,64.0,27.2,12.9,47.0,66.9,16.6,72.0,83.4,23.9,24.0,38.2,48.4,68.9,20.7,3.3,6.4,0.0,24.3,66.3,18.1,47.8,8.6,1.2,10.6,59.6,,0.0,6.84,16.4,49.74,79.46,115.5,33.8,27.2,49.6
05-08,17.7,80.7,110.0,44.9,15.5,46.5,8.0,12.2,23.6,0.7,29.0,7.8,91.6,10.2,115.6,48.9,45.6,70.9,63.2,28.9,11.1,44.2,67.0,14.8,72.0,82.6,23.4,22.8,36.9,48.0,67.8,19.9,3.6,5.7,0.7,23.3,64.9,16.9,47.1,7.2,0.5,9.7,59.7,,0.5,6.0,15.22,48.36,78.96,115.6,33.0,28.9,49.6
05-09,15.5,78.8,110.0,43.0,15.1,44.9,6.8,12.8,21.8,0.3,29.4,6.5,90.4,9.0,115.5,48.3,43.3,71.2,62.7,28.0,8.7,43.5,67.5,13.0,72.4,79.8,22.3,21.0,35.8,47.4,67.8,18.8,2.7,5.1,0.0,22.2,65.3,15.4,45.8,5.7,0.0,9.8,59.9,,0.0,5.22,14.26,47.76,77.52,115.5,32.6,28.0,49.6
05-10,15.1,79.0,110.0,40.4,14.7,44.2,5.8,12.7,21.0,0.0,29.9,5.8,88.9,7.1,115.5,46.6,41.0,71.3,62.1,27.9,6.2,42.7,67.4,11.3,72.6,79.1,20.4,19.7,34.4,47.0,67.8,17.6,1.7,4.4,0.0,20.2,64.4,13.8,44.6,4.5,0.0,10.4,60.0,,0.0,4.42,13.36,46.76,77.72,115.5,32.2,27.9,49.6
05-11,12.8,79.1,110.2,38.4,14.6,44.0,4.5,11.2,19.8,0.0,30.2,4.6,87.6,5.5,115.4,45.2,39.3,70.3,61.3,27.2,3.9,41.6,67.9,11.4,72.6,78.6,18.4,17.9,32.8,48.0,67.4,16.4,1.1,4.1,0.0,19.2,63.1,12.5,43.5,3.0,0.0,10.8,60.0,,0.0,3.18,12.06,46.32,77.4,115.4,31.5,27.2,49.6
05-12,12.5,79.1,110.1,37.2,14.2,43.1,2.6,9.2,18.5,0.0,30.9,3.9,84.2,2.9,115.4,43.2,37.2,69.9,59.7,27.8,1.9,40.6,68.3,11.9,73.1,77.1,16.9,16.2,30.9,48.2,67.0,15.1,0.6,3.9,0.0,17.8,60.7,11.7,42.5,2.0,0.0,11.0,59.9,,0.0,1.92,11.82,45.2,76.3,115.4,30.9,27.8,49.6
05-13,11.4,78.6,110.2,36.8,13.5,41.1,0.8,6.8,18.0,0.0,30.2,3.1,84.2,1.7,115.4,41.0,35.2,69.7,57.9,27.6,1.1,40.4,68.5,11.8,74.7,74.0,15.1,15.1,29.2,48.0,66.0,13.8,0.0,3.1,0.0,16.2,58.7,10.9,40.6,1.8,0.0,10.6,59.5,,0.0,0.86,11.2,43.86,74.56,115.4,29.7,27.6,49.6
05-14,9.8,78.2,110.2,35.1,12.6,40.5,0.0,5.1,17.7,0.0,30.7,2.2,82.3,0.9,115.9,37.9,33.0,70.1,57.7,27.1,0.0,39.4,68.5,10.7,75.7,69.7,14.1,14.2,28.1,48.0,64.5,12.1,0.0,2.3,0.0,14.0,58.2,9.8,38.4,1.5,0.0,9.8,58.1,,0.0,0.0,9.8,43.5,74.58,115.9,29.4,27.1,49.6
05-15,8.7,77.1,109.6,34.5,11.3,39.3,0.0,3.1,17.2,0.0,30.8,1.4,79.9,0.0,116.2,34.9,30.7,70.1,57.7,25.3,0.0,37.7,68.5,8.8,75.3,67.2,12.8,12.0,26.6,48.0,64.0,9.8,0.0,1.3,0.0,12.9,58.1,8.1,37.2,2.7,0.0,8.5,55.8,,0.0,0.0,8.62,42.78,74.26,116.2,28.6,25.3,49.6
05-16,8.6,76.4,109.6,34.5,10.8,38.1,0.0,1.2,17.2,0.0,29.4,0.5,77.7,0.0,116.5,33.0,28.7,70.2,57.7,24.3,0.0,35.6,68.4,6.2,75.2,65.2,11.6,9.3,24.6,48.0,65.2,7.2,0.0,0.0,0.9,11.9,58.0,7.0,37.6,1.9,0.0,6.1,53.7,,0.0,0.0,6.68,42.06,74.2,116.5,26.6,24.3,49.6
05-17,8.6,74.7,108.8,34.5,9.8,36.7,0.0,0.7,17.2,0.0,29.2,0.0,75.5,0.2,116.0,34.4,27.2,70.4,56.6,24.6,0.0,34.2,67.7,4.6,68.5,63.9,9.3,7.1,22.6,47.2,65.5,4.6,0.0,0.0,0.0,10.9,58.5,7.2,38.7,1.1,0.0,3.8,51.5,,0.0,0.0,4.6,42.1,70.02,116.0,25.9,22.6,49.6
05-18,7.6,73.2,108.3,34.5,8.8,35.8,0.0,0.4,16.9,0.0,30.0,0.0,73.2,0.2,114.5,35.8,25.9,70.6,55.6,24.2,0.0,32.6,66.7,3.4,66.8,62.9,7.1,4.1,20.2,47.3,66.0,3.5,0.0,0.0,0.0,9.1,58.6,6.1,38.7,0.9,0.0,2.6,49.3,,0.0,0.0,3.46,42.14,69.84,114.5,25.0,20.2,49.6
05-19,8.7,71.8,108.3,34.0,7.8,34.5,0.0,0.0,16.1,0.0,30.3,0.0,70.3,0.2,113.0,35.8,24.4,70.6,54.7,23.1,0.0,30.4,65.5,2.5,66.6,61.1,5.1,0.9,17.3,47.0,66.6,2.5,0.0,0.0,0.0,6.7,58.9,4.5,39.0,2.3,0.0,1.8,47.4,,0.0,0.0,2.42,42.2,69.56,113.0,23.8,17.3,49.6
05-20,8.7,70.8,107.5,32.9,6.8,33.3,0.0,0.0,15.1,0.0,30.3,0.0,67.3,0.0,111.6,36.2,22.6,70.6,53.0,21.6,0.0,29.0,64.6,2.0,65.1,58.5,3.6,0.2,14.2,46.5,66.6,1.7,0.0,0.0,0.0,4.8,58.1,3.1,39.4,2.5,0.0,1.0,45.9,,0.0,0.0,1.88,42.0,67.16,111.6,22.1,15.1,49.6
05-21,8.5,69.6,106.9,31.3,5.9,32.5,0.0,0.0,14.6,0.5,30.0,0.0,65.1,0.0,107.6,36.2,20.7,70.5,51.5,19.9,0.0,28.6,64.0,1.5,60.4,56.0,2.8,0.0,11.5,46.0,66.7,1.1,0.0,0.0,0.0,5.3,56.3,2.2,39.6,2.4,0.1,0.5,43.4,,0.0,0.0,1.34,41.12,66.38,107.6,20.3,14.6,49.6
05-22,8.6,67.8,103.8,30.2,5.0,31.8,0.0,0.0,13.6,0.1,29.5,0.0,63.3,0.0,104.6,36.1,19.3,70.4,50.3,18.2,0.0,29.2,63.0,1.2,59.7,54.5,1.8,0.0,9.2,46.2,66.4,0.6,0.0,0.0,0.0,5.5,54.3,1.9,40.2,1.5,0.1,0.0,40.8,,0.0,0.0,0.96,40.44,65.78,104.6,18.8,13.6,49.6
05-23,8.0,66.0,100.2,29.0,3.8,31.2,0.0,0.0,13.3,0.0,28.4,0.0,60.4,0.0,100.1,35.8,18.3,69.8,48.7,15.4,0.0,30.4,60.6,1.0,59.3,53.1,1.4,0.0,6.5,46.2,65.8,0.0,0.0,0.0,0.0,5.5,52.7,1.2,40.7,0.9,0.2,0.0,38.1,,0.0,0.0,0.62,39.14,64.76,100.2,16.8,13.3,49.6
05-24,6.4,65.1,98.0,27.5,1.8,31.1,0.0,0.0,13.3,0.4,26.8,0.0,58.0,0.0,98.0,35.7,18.6,69.7,47.1,13.0,0.0,30.3,58.1,0.8,57.2,52.1,1.5,0.3,4.1,46.2,65.0,0.0,0.0,0.0,0.0,5.3,50.5,0.5,40.7,0.4,0.0,0.0,35.9,,0.0,0.0,0.4,37.82,63.62,98.0,15.8,13.0,49.6
05-25,5.2,63.6,97.6,26.5,0.2,30.0,0.0,0.0,12.8,0.1,25.6,0.0,55.3,0.0,96.1,35.0,18.6,69.7,45.0,10.6,0.0,29.8,55.0,0.0,54.7,49.3,0.0,0.7,3.1,46.0,64.3,0.0,0.0,0.0,0.0,4.9,47.7,0.0,40.9,0.0,0.0,0.0,34.0,,0.0,0.0,0.0,37.36,61.94,97.6,14.6,10.6,49.6
05-26,3.7,62.3,96.8,25.5,0.0,28.8,0.0,0.0,12.8,0.0,24.9,0.0,55.0,0.0,94.6,34.1,17.7,70.5,43.0,8.2,0.0,28.6,51.8,0.0,53.1,48.0,0.0,0.9,2.1,46.1,64.6,0.0,0.0,0.0,0.0,3.6,45.4,0.0,41.4,0.0,0.0,0.0,33.0,,0.0,0.0,0.0,37.02,60.84,96.8,13.0,8.2,49.6
05-27,2.2,60.1,97.2,24.3,0.0,27.1,0.0,0.0,12.8,0.1,24.1,0.0,52.9,0.0,93.0,32.2,16.8,70.5,41.3,5.0,0.0,26.4,49.7,0.0,51.3,47.2,0.0,0.6,1.3,46.2,64.2,0.0,0.0,0.0,0.0,2.5,43.6,0.0,41.3,0.0,0.0,0.0,31.8,,0.0,0.0,0.0,35.84,58.66,97.2,10.9,5.0,49.6
05-28,1.3,59.2,96.1,23.6,0.0,25.9,0.0,0.0,12.6,0.6,21.9,0.0,52.3,0.0,91.4,31.0,15.1,70.5,39.0,2.7,0.0,23.9,46.8,0.0,48.6,47.5,0.0,0.1,0.9,46.6,64.1,0.0,0.0,0.0,0.0,1.3,42.3,0.0,41.1,0.0,0.0,0.0,30.2,,0.0,0.0,0.0,34.2,57.82,96.1,8.9,2.7,49.6
05-29,0.0,58.7,94.5,22.5,0.0,24.8,0.0,0.5,11.3,0.2,20.4,0.0,52.1,0.0,89.7,29.5,12.8,70.5,36.9,1.4,0.0,21.5,43.6,0.0,45.1,46.9,0.0,0.0,0.6,46.4,64.5,0.0,0.0,0.0,0.0,0.8,41.1,0.0,40.4,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,32.46,57.38,94.5,7.1,1.4,49.6
05-30,0.0,58.2,92.9,21.1,0.0,23.3,0.0,0.6,11.1,0.0,20.3,0.0,49.8,0.0,87.9,27.6,10.1,70.5,34.8,0.8,0.0,19.5,39.6,0.0,42.7,46.5,0.0,0.0,0.4,46.2,64.5,0.0,0.0,0.0,0.0,0.3,40.0,0.0,39.2,0.0,0.0,0.0,27.3,,0.0,0.0,0.0,30.48,56.52,92.9,5.4,0.8,49.6
05-31,0.0,56.9,90.8,19.3,0.0,21.8,0.0,0.5,11.1,1.8,20.6,0.0,47.8,0.0,86.9,26.2,5.6,69.9,33.4,0.2,0.0,16.5,36.0,0.0,41.7,45.9,0.0,0.0,0.2,46.0,64.2,0.0,0.0,0.0,0.0,0.0,38.5,0.0,38.2,0.0,0.0,0.0,25.9,,0.0,0.0,0.0,29.08,55.08,90.8,2.9,1.8,49.6
06-01,0.0,56.1,89.6,18.0,0.0,20.6,0.0,0.1,10.4,2.3,20.2,0.0,48.2,0.0,85.8,24.6,2.4,67.8,32.0,0.0,0.0,13.8,32.0,0.0,40.1,44.8,0.0,0.0,0.0,45.3,64.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,37.2,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,27.56,54.52,89.6,1.2,2.3,49.6
06-02,0.0,55.9,89.3,17.1,0.0,19.5,0.0,0.0,8.2,2.2,18.7,0.0,46.5,0.0,85.0,23.1,1.8,66.1,30.2,0.0,0.0,11.1,30.3,0.0,36.2,42.6,0.0,0.0,0.0,44.7,64.1,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.5,0.0,0.0,0.0,23.1,,0.0,0.0,0.0,25.94,54.02,89.3,0.9,1.8,49.6
06-03,0.0,55.3,88.2,16.1,0.0,17.8,0.0,0.0,6.7,1.5,16.5,0.0,45.9,0.0,83.8,20.9,1.3,64.5,30.1,0.0,0.0,9.4,28.3,0.0,33.5,39.2,0.0,0.0,0.0,39.1,64.1,0.0,0.0,0.0,0.0,0.0,33.2,0.0,34.0,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,24.22,53.42,88.2,0.6,1.3,49.6
06-04,0.0,53.5,87.1,15.3,0.0,16.5,0.0,0.0,6.3,0.6,14.0,0.0,44.0,0.0,82.3,18.7,0.0,63.6,30.4,0.0,0.0,7.4,26.0,0.0,31.8,36.3,0.0,0.0,0.0,35.1,64.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,32.1,0.0,0.0,0.0,19.9,,0.0,0.0,0.0,22.34,51.6,87.1,0.0,0.0,49.6
06-05,0.0,53.7,85.4,14.3,0.0,15.5,0.0,0.0,5.1,0.0,11.1,0.0,45.7,0.0,80.8,16.4,0.0,60.3,31.1,0.0,0.0,4.3,23.4,0.0,29.8,32.6,0.0,0.0,0.0,31.0,63.5,0.0,0.0,0.0,0.0,0.0,28.6,0.0,29.4,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,20.4,52.1,85.4,0.0,0.0,49.6
06-06,0.0,53.5,83.9,13.5,0.0,14.3,0.0,0.0,3.2,0.0,10.0,0.0,46.3,0.0,80.6,14.6,0.0,58.9,30.1,0.0,0.0,2.8,21.3,0.0,27.0,29.0,0.0,0.0,0.0,27.2,63.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,26.3,0.0,0.0,0.0,16.1,,0.0,0.0,0.0,18.18,52.06,83.9,0.0,0.0,49.6
06-07,0.0,52.0,82.6,14.3,0.0,13.2,0.0,0.0,1.6,0.0,7.8,0.0,47.7,0.0,80.5,12.6,0.0,57.5,28.7,0.0,0.0,1.4,19.0,0.0,25.7,25.5,0.0,0.0,0.0,23.4,62.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,22.9,0.0,0.0,0.0,13.5,,0.0,0.0,0.0,16.18,51.14,82.6,0.0,0.0,49.6
06-08,0.0,51.4,81.5,14.0,0.0,12.5,0.0,0.0,0.8,0.0,5.6,0.0,47.1,0.0,80.4,9.9,0.0,55.3,27.5,0.0,0.0,0.7,16.1,0.0,25.9,22.9,0.0,0.0,0.0,20.8,61.3,0.0,0.0,0.0,0.0,0.0,24.2,0.0,21.8,0.1,0.0,0.0,10.9,,0.0,0.0,0.0,14.84,50.54,81.5,0.0,0.0,49.6
06-09,0.0,50.6,80.7,13.5,0.0,11.8,0.0,0.0,0.1,0.0,2.6,0.0,45.8,0.0,80.3,7.0,0.0,53.7,26.1,0.0,0.0,0.0,12.5,0.0,26.6,20.2,0.0,0.0,0.0,18.8,60.6,0.0,0.0,0.0,0.0,0.0,22.9,0.0,20.8,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,12.9,49.64,80.7,0.0,0.0,49.6
06-10,0.0,49.0,78.1,12.6,0.0,11.0,0.0,0.0,0.0,0.0,1.2,0.0,43.3,0.0,79.6,3.2,0.0,52.0,24.7,0.0,0.0,0.0,7.6,0.0,24.8,17.5,0.0,0.0,0.0,17.0,58.5,0.0,0.0,0.0,0.0,0.0,20.9,0.0,19.6,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,11.64,47.86,79.6,0.0,0.0,49.6
06-11,0.0,46.7,73.2,12.0,0.0,10.1,0.0,0.0,0.0,0.0,0.7,0.0,40.5,0.0,78.3,1.4,0.0,51.2,23.2,0.0,0.0,0.0,3.8,0.0,23.3,15.8,0.0,0.0,0.0,15.6,56.5,0.0,0.0,0.0,0.0,0.0,19.9,0.0,18.0,0.0,0.0,0.0,5.5,,0.0,0.0,0.0,10.86,45.46,78.3,0.0,0.0,49.6
06-12,0.0,45.3,72.5,11.3,0.0,9.1,0.0,0.0,0.0,0.0,0.5,0.0,38.4,0.0,76.9,0.9,0.0,49.5,21.5,0.0,0.0,0.0,1.8,0.0,20.2,12.4,0.0,0.0,0.0,14.5,53.9,0.0,0.0,0.0,0.0,0.0,20.1,0.0,15.8,0.0,0.0,0.0,3.7,,0.0,0.0,0.0,9.98,43.92,76.9,0.0,0.0,49.6
