date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
12-03,1.9,16.3,18.1,14.9,15.8,12.3,2.0,3.9,16.8,8.0,1.5,6.0,5.6,5.2,17.7,0.1,7.3,6.9,15.3,3.5,5.7,18.6,10.6,6.3,10.4,10.5,3.1,0.0,1.6,2.0,15.0,2.1,19.3,1.5,5.6,4.1,4.6,11.4,11.0,8.8,5.1,1.2,8.2,,0.0,1.52,4.02,10.76,16.7,19.3,5.8,6.3,49.6
12-04,5.7,16.3,18.1,17.0,15.8,13.6,2.0,4.1,16.8,8.0,1.5,6.0,5.6,5.2,22.6,0.5,7.3,6.9,17.7,3.6,5.7,19.6,10.6,6.3,10.4,10.6,3.1,0.8,1.6,2.0,15.0,2.1,19.3,1.5,6.7,5.6,4.6,11.5,11.0,8.8,5.1,1.2,8.9,,0.5,1.52,4.9,10.76,17.56,22.6,6.2,6.7,49.6
12-05,5.8,15.9,18.1,17.0,15.8,13.9,1.8,4.1,16.8,8.0,1.5,6.3,5.6,5.2,24.6,0.2,8.4,6.9,17.7,3.8,5.7,19.9,10.6,6.6,10.4,10.7,3.1,0.8,1.6,2.0,15.0,2.1,19.5,1.8,7.8,6.0,4.6,11.5,11.0,9.0,5.0,1.2,11.3,,0.2,1.64,4.84,11.12,17.56,24.6,6.4,6.9,49.6
12-06,5.8,16.3,18.3,17.3,15.9,14.5,1.5,4.2,16.8,8.0,1.5,6.3,5.8,5.2,25.2,0.2,13.0,7.8,18.5,3.8,5.7,23.9,10.6,6.6,10.4,10.7,3.1,0.8,1.6,2.0,15.5,2.1,20.1,1.8,8.1,6.0,4.6,11.5,11.2,9.1,5.0,1.2,12.8,,0.2,1.52,4.84,12.02,18.1,25.2,6.4,7.8,49.6
12-07,5.8,16.3,18.3,18.1,15.9,15.9,1.5,6.8,16.8,8.0,1.6,6.3,8.2,5.2,26.3,0.4,14.4,8.5,18.6,3.8,5.7,24.4,10.6,10.4,10.5,11.3,3.1,1.8,1.6,2.9,15.8,2.1,20.1,1.8,8.2,6.0,4.6,11.6,11.1,9.6,5.0,1.2,12.8,,0.4,1.64,5.12,12.08,18.26,26.3,8.2,8.2,49.6
12-08,5.8,16.3,18.3,18.3,15.9,16.3,1.5,7.0,16.8,8.0,1.6,7.2,8.8,5.3,26.3,0.8,15.1,11.7,18.9,3.8,5.7,24.7,10.6,10.3,13.1,11.7,3.1,2.6,1.6,4.3,15.8,2.1,20.1,3.5,8.2,6.0,4.9,11.6,11.1,12.7,5.0,1.2,12.8,,0.8,1.7,5.18,12.92,18.3,26.3,8.5,8.8,49.6
12-09,6.1,16.3,18.5,18.8,15.9,16.8,1.5,9.3,16.8,8.0,1.6,7.2,14.2,7.6,26.4,0.7,15.3,12.2,18.9,4.3,5.7,24.8,10.6,10.3,19.2,11.7,3.1,2.6,1.6,4.3,17.2,2.1,20.1,3.9,8.2,6.0,6.0,11.6,11.1,13.9,5.0,1.4,13.2,,0.7,1.7,5.88,14.64,18.88,26.4,9.2,10.3,49.6
12-10,6.2,16.6,18.8,20.6,16.0,17.6,1.5,10.4,16.8,8.0,1.6,7.2,17.7,7.6,26.5,0.5,16.1,12.2,19.1,4.9,5.9,24.8,10.6,10.5,19.6,11.7,4.2,2.6,1.6,4.3,17.2,2.1,20.1,3.9,8.2,6.0,6.0,11.6,11.0,13.9,4.9,1.7,12.5,,0.5,1.78,5.96,16.04,19.5,26.5,9.4,10.5,49.6
12-11,6.2,16.6,18.8,22.3,16.1,18.1,1.8,9.5,16.8,8.0,1.6,7.2,20.2,8.0,26.5,0.6,20.1,12.3,19.1,5.0,6.2,24.8,10.9,12.6,19.6,11.7,4.4,2.6,1.5,4.5,17.2,2.1,20.1,3.9,8.2,8.0,9.1,11.6,10.9,14.1,4.9,1.8,13.7,,0.6,1.86,6.2,16.3,20.1,26.5,10.0,10.9,49.6
12-12,6.5,17.6,18.8,23.3,16.1,18.6,1.8,8.8,16.8,8.0,1.9,7.2,21.3,9.4,27.1,3.4,23.8,12.4,19.1,5.3,6.8,24.8,11.5,12.8,19.6,11.7,5.1,2.6,1.4,7.3,17.2,2.1,20.3,3.9,8.5,9.3,9.1,11.7,10.9,14.9,5.1,1.8,16.3,,1.4,2.2,7.04,16.5,21.1,27.1,10.2,10.9,49.6
12-13,6.7,19.1,19.8,23.6,16.1,18.6,1.8,8.4,16.8,8.0,1.9,7.2,21.3,9.6,29.3,4.0,27.8,12.4,19.3,5.7,6.8,25.1,12.7,13.7,19.6,11.7,5.7,2.6,1.4,10.2,17.1,2.1,21.5,3.9,9.1,9.3,9.1,11.7,10.9,15.5,5.1,5.5,16.3,,1.4,2.86,7.04,16.5,21.46,29.3,10.6,10.9,49.6
12-14,7.0,19.3,19.8,24.0,16.1,18.6,1.9,8.1,16.8,8.0,2.2,7.2,21.4,10.3,29.3,5.0,29.0,12.4,19.3,7.7,8.4,25.7,16.6,15.2,19.6,11.7,6.3,2.6,2.0,11.5,17.1,2.1,21.5,3.9,9.3,10.3,9.5,11.7,10.8,17.5,7.6,7.1,16.3,,1.9,2.86,7.88,16.92,21.48,29.3,11.2,11.5,49.6
12-15,7.2,20.0,19.8,24.1,16.3,18.6,1.9,8.1,16.8,8.0,2.4,7.2,21.4,11.3,29.7,5.2,29.4,12.4,19.3,7.9,11.0,27.0,19.2,15.5,19.6,11.7,6.3,2.6,3.2,11.6,20.3,2.1,21.8,3.9,9.3,10.4,9.9,11.7,10.7,17.5,7.6,9.1,16.3,,1.9,3.34,8.06,17.94,21.72,29.7,11.4,11.6,49.6
12-16,7.2,21.3,19.6,24.1,17.3,18.6,1.6,8.9,16.8,8.0,2.4,7.3,21.6,11.4,29.7,6.9,30.1,12.4,19.3,8.1,12.8,27.4,21.3,15.8,19.6,11.7,6.5,2.6,5.0,12.1,20.3,2.1,21.8,3.9,9.6,10.4,13.8,11.7,10.6,17.5,7.9,11.0,16.3,,1.6,4.12,8.58,17.94,21.76,30.1,11.9,12.1,49.6
12-17,7.0,21.6,20.3,24.6,17.3,18.6,1.6,8.9,16.8,8.0,2.4,7.3,22.4,11.4,29.9,6.9,30.1,12.4,19.3,8.1,12.8,27.7,24.0,15.9,19.6,11.7,6.7,2.6,5.0,12.4,20.3,2.1,22.1,3.9,10.1,10.5,13.9,11.7,10.2,17.5,7.9,12.7,16.2,,1.6,4.12,8.58,17.94,23.68,30.1,12.0,12.4,49.6
12-18,7.0,21.6,21.1,24.8,17.3,18.6,1.8,10.1,16.8,7.8,2.6,7.3,24.8,11.5,30.0,6.9,30.1,12.4,19.3,8.1,12.8,29.6,24.5,16.1,19.6,12.3,6.8,3.0,5.0,12.4,23.2,2.1,22.8,3.9,10.3,10.5,13.9,11.7,10.6,17.3,8.6,12.9,16.2,,1.8,4.12,9.5,17.82,24.74,30.1,12.4,12.4,49.6
12-19,6.7,20.6,21.1,24.8,17.5,18.6,2.6,10.1,17.4,7.8,2.6,8.4,24.9,11.5,30.0,6.9,30.5,12.4,19.3,8.0,12.8,29.7,24.5,16.3,19.6,15.7,6.8,5.3,6.7,12.4,28.6,2.1,23.6,3.9,10.3,10.5,13.9,11.7,10.6,16.8,8.6,12.9,16.2,,2.1,5.58,9.5,17.94,24.88,30.5,12.4,12.8,49.6
12-20,6.7,22.0,21.1,24.8,17.6,18.6,3.1,10.5,17.8,7.8,3.7,8.4,25.3,11.5,30.1,6.9,30.7,12.4,19.3,8.0,13.2,29.7,25.0,16.3,19.6,16.5,6.8,6.5,8.7,12.4,31.0,2.1,24.2,4.0,11.8,10.9,14.0,11.7,10.6,16.8,8.6,12.9,16.2,,2.1,6.54,9.78,18.12,25.24,31.0,12.4,12.9,49.6
12-21,6.7,23.3,25.8,24.8,17.6,18.6,3.1,10.5,19.6,7.8,3.7,8.4,25.6,11.5,30.1,6.9,32.9,12.4,19.4,8.0,13.2,30.4,26.0,17.0,19.6,16.7,6.8,8.8,8.7,12.4,31.3,2.1,24.1,4.1,12.4,10.9,14.0,12.1,10.6,16.8,8.6,12.9,16.2,,2.1,6.72,9.82,18.92,25.96,32.9,12.4,12.9,49.6
12-22,6.9,23.8,31.2,24.8,17.8,18.6,3.1,11.1,20.4,7.8,4.1,8.4,25.6,11.5,30.1,7.1,38.6,12.4,19.6,8.0,13.2,30.6,26.5,17.0,19.6,17.3,9.3,8.8,10.1,13.5,31.3,2.1,24.1,4.1,12.4,13.9,14.0,12.2,11.2,16.6,8.6,12.9,16.2,,2.1,6.94,10.7,19.0,29.38,38.6,13.4,13.5,49.6
12-23,7.0,24.0,34.7,25.1,17.8,18.6,3.9,11.5,22.1,7.8,4.2,8.4,25.9,11.5,30.2,7.4,41.4,12.4,19.6,8.0,12.8,32.6,26.7,17.0,19.6,16.4,9.3,8.8,10.6,13.5,31.3,2.1,25.9,4.1,12.4,14.7,14.0,12.3,11.2,16.1,8.6,14.0,16.3,,2.1,7.08,10.96,19.0,29.5,41.4,13.2,14.0,49.6
12-24,7.0,24.6,34.7,26.6,17.8,18.6,4.2,11.5,23.0,7.8,4.3,8.4,26.0,11.6,30.2,7.4,45.0,12.4,20.2,8.0,12.7,32.8,26.9,17.0,19.6,15.7,9.3,8.8,10.8,13.5,31.3,2.1,28.2,4.4,12.5,14.7,15.5,12.3,11.3,16.3,8.6,17.9,16.3,,2.1,7.08,11.1,19.0,29.8,45.0,13.1,14.7,49.6
12-25,7.0,25.1,34.8,28.5,17.8,18.6,4.2,11.5,25.5,7.8,4.7,8.4,26.1,11.6,31.0,7.4,45.5,12.4,20.3,8.0,12.6,33.1,27.1,19.6,19.6,15.1,9.3,8.8,12.9,13.5,31.3,2.1,28.7,4.4,12.8,14.7,16.2,12.3,12.8,16.3,8.6,18.8,16.3,,2.1,7.08,11.56,19.6,30.54,45.5,13.2,14.7,49.6
12-26,6.9,25.1,35.2,30.4,17.8,18.6,4.3,11.7,25.7,7.5,4.7,8.4,26.1,11.7,31.1,7.7,45.6,12.4,20.3,7.9,12.6,33.1,27.4,20.3,19.6,16.1,9.3,8.8,15.2,13.5,31.3,2.1,30.0,4.4,12.8,15.3,16.2,12.3,12.8,16.3,9.1,20.1,16.3,,2.1,7.02,11.7,20.18,30.96,45.6,14.4,15.3,49.6
12-27,6.8,26.2,35.3,33.1,17.8,18.6,4.3,12.2,26.0,7.2,4.7,8.4,26.1,12.1,31.2,7.7,49.6,12.4,20.4,7.9,12.8,33.4,28.0,20.3,19.6,17.6,9.6,8.8,15.4,13.5,32.1,2.1,31.0,4.4,12.7,15.3,16.2,12.3,12.8,16.3,9.8,21.0,16.3,,2.1,6.88,12.16,20.34,31.92,49.6,14.4,15.4,49.6
12-28,6.8,27.0,35.4,33.3,17.8,18.6,4.3,12.8,26.3,6.9,4.7,8.4,26.1,12.2,31.2,8.0,51.9,12.5,20.4,7.9,12.7,33.4,29.8,20.6,19.7,18.9,11.1,8.8,15.5,13.8,32.1,2.1,31.0,4.4,12.7,15.3,16.2,12.3,12.8,16.3,10.1,21.4,21.8,,2.1,6.82,12.26,20.92,31.92,51.9,14.6,15.5,49.6
12-29,6.8,27.4,35.6,33.7,17.8,18.6,4.3,14.7,26.3,6.6,4.7,8.4,30.1,12.2,31.7,8.0,53.7,12.6,19.9,7.9,12.7,34.3,31.2,22.2,19.9,21.1,11.1,8.8,15.6,14.1,34.7,2.0,31.0,4.4,12.7,15.5,16.2,12.3,12.6,16.3,10.2,21.6,21.8,,2.0,6.64,12.26,21.68,33.3,53.7,14.8,15.6,49.6
12-30,6.8,30.3,35.6,34.1,17.8,18.6,4.3,15.3,26.5,6.3,4.7,8.4,33.4,12.2,31.7,8.6,55.2,12.6,19.9,7.9,12.7,34.7,31.9,27.7,21.1,21.1,11.1,9.3,15.6,14.6,35.8,2.0,31.0,4.4,12.7,15.5,16.2,12.3,12.4,16.3,10.2,22.7,22.3,,2.0,6.4,12.26,22.46,33.96,55.2,15.0,15.6,49.6
12-31,6.8,31.0,35.7,34.7,17.8,18.8,4.3,15.4,27.1,5.9,4.7,8.4,33.7,12.2,31.7,7.8,57.9,12.6,19.8,7.9,12.7,36.0,33.1,28.0,26.1,24.0,11.1,9.3,15.6,15.6,35.8,2.0,31.0,4.4,12.7,15.5,16.2,12.3,12.3,16.5,10.5,21.5,25.2,,2.0,6.08,12.26,25.56,34.5,57.9,15.6,15.6,49.6
01-01,6.8,34.3,35.9,34.7,17.8,19.5,4.3,15.4,27.5,5.6,4.7,8.4,34.7,12.3,31.7,7.2,58.3,12.6,19.2,7.6,12.6,36.6,35.3,29.0,28.8,28.6,11.1,9.3,15.6,15.6,35.8,1.9,31.0,4.3,12.7,15.5,16.2,12.3,12.3,16.5,10.6,21.5,29.7,,1.9,5.84,12.3,28.68,35.18,58.3,15.6,15.6,49.6
01-02,6.9,35.5,36.0,34.7,17.8,19.6,4.5,16.2,27.5,5.4,4.7,8.8,37.2,12.3,31.7,7.4,52.6,12.6,19.2,7.8,12.5,36.8,37.1,29.0,30.5,31.8,11.1,9.3,15.6,16.2,36.6,1.8,31.0,4.3,12.6,15.5,16.2,12.3,12.3,16.6,10.7,21.5,29.7,,1.8,5.7,12.3,29.28,36.48,52.6,15.6,16.2,49.6
01-03,7.4,36.5,36.1,34.7,17.8,19.6,5.0,17.6,27.6,5.4,4.7,8.8,37.2,12.5,31.7,7.5,52.0,15.0,19.2,7.9,12.5,38.0,37.1,30.4,31.1,33.6,11.1,9.3,16.1,16.2,36.6,1.7,31.0,4.2,12.6,15.5,16.3,12.5,12.3,16.6,10.8,21.4,29.8,,1.7,5.8,12.42,30.04,36.58,52.0,15.8,16.3,49.6
01-04,7.4,37.6,36.3,34.6,17.8,19.6,8.0,19.6,27.7,5.4,4.8,8.8,37.5,12.5,31.9,7.5,52.0,15.0,19.2,8.1,12.5,38.0,37.4,30.4,31.1,35.4,12.0,9.3,16.1,16.2,36.6,1.2,31.0,4.2,12.6,15.5,18.5,12.5,12.3,16.6,10.9,21.1,30.0,,1.2,7.42,12.42,30.16,37.24,52.0,15.8,16.6,49.6
01-05,8.2,43.2,36.3,34.6,17.8,21.5,8.0,20.5,28.0,5.4,4.8,8.8,38.8,13.0,33.3,7.5,52.2,15.6,19.1,8.1,12.5,38.1,37.5,30.5,31.1,35.8,13.8,12.1,16.1,16.2,36.6,1.1,31.0,4.2,12.6,15.5,19.7,12.5,12.3,16.6,11.0,21.1,28.1,,1.1,7.6,12.5,29.06,37.32,52.2,15.8,16.6,49.6
01-06,8.4,44.4,36.3,34.5,17.8,22.1,8.0,20.5,29.3,5.7,4.7,8.9,39.3,13.0,35.3,7.5,52.5,15.7,19.1,8.1,12.5,39.2,37.5,31.0,31.1,36.1,13.8,14.1,16.1,16.2,36.6,1.0,31.0,4.2,12.6,16.0,21.5,12.9,12.8,16.6,11.0,21.1,28.5,,1.0,7.6,12.86,29.98,37.32,52.5,16.0,16.6,49.6
01-07,8.4,44.4,36.2,34.5,18.0,22.1,8.2,20.9,29.4,5.9,4.7,9.2,41.5,13.0,36.3,7.5,53.5,16.2,19.0,8.1,12.4,40.6,38.0,31.4,32.2,36.1,13.8,14.1,16.1,16.2,36.6,0.9,31.0,4.2,12.6,16.1,21.5,13.0,16.1,16.6,11.0,21.1,28.0,,0.9,7.62,13.0,30.04,37.72,53.5,16.2,16.6,49.6
01-08,8.6,44.4,36.2,34.2,18.3,22.1,8.2,21.5,29.4,7.5,5.4,9.2,43.5,13.2,38.5,7.5,54.3,16.8,19.0,8.1,12.4,40.3,38.0,33.5,33.5,36.1,13.8,14.1,16.1,16.2,36.6,0.9,31.0,4.2,12.5,16.8,23.0,13.1,17.5,16.5,11.0,21.3,27.6,,0.9,7.62,13.16,30.04,38.4,54.3,16.6,17.5,49.6
01-09,8.6,44.4,36.1,34.1,18.6,22.1,8.2,22.3,30.1,7.5,5.4,9.2,45.6,13.2,42.7,7.5,55.0,17.0,19.0,8.1,12.4,40.1,38.0,33.8,37.5,36.3,13.8,17.9,16.1,16.3,36.6,0.9,31.0,4.2,12.3,16.8,26.4,13.3,17.5,16.4,11.0,21.3,28.5,,0.9,7.62,13.26,30.46,39.68,55.0,16.9,17.9,49.6
01-10,8.6,44.4,36.1,34.1,18.6,22.1,8.4,22.8,30.2,7.5,5.4,9.2,46.6,13.2,45.0,7.5,55.8,17.7,19.0,8.1,12.8,40.0,38.5,33.8,40.0,36.3,13.8,17.9,16.1,16.4,36.6,0.9,31.9,4.2,12.1,16.8,26.6,13.3,18.7,16.4,11.0,21.3,31.6,,0.9,7.62,13.26,31.72,40.0,55.8,17.2,18.6,49.6
01-11,8.7,44.4,36.1,34.1,18.6,22.1,8.6,23.0,30.7,7.5,5.4,9.2,47.0,13.2,49.6,7.5,56.5,19.4,18.9,8.1,13.4,40.0,39.5,33.8,43.3,36.4,13.8,17.9,16.1,16.6,36.5,0.9,31.9,4.2,12.0,16.8,31.2,13.3,18.7,16.4,11.0,21.3,35.0,,0.9,7.62,13.36,32.66,42.64,56.5,17.4,18.7,49.6
01-12,8.9,44.4,36.1,34.1,18.6,22.1,8.6,23.1,30.7,7.5,5.4,9.2,47.0,13.2,50.4,7.5,57.1,20.6,18.6,9.4,14.3,40.0,39.9,33.8,43.3,36.4,13.8,17.9,16.1,16.6,36.8,0.9,31.9,4.4,12.0,16.8,32.5,13.4,18.7,16.2,11.0,21.3,36.9,,0.9,7.72,13.64,33.02,42.64,57.1,17.4,18.6,49.6
01-13,8.9,44.3,36.1,34.0,18.6,22.1,8.6,23.4,31.0,8.3,5.4,9.2,48.3,13.2,51.2,7.5,57.4,25.9,18.6,9.7,14.6,39.9,39.9,33.8,44.0,36.4,13.8,17.9,16.1,16.6,36.8,0.9,31.9,4.4,12.0,16.8,35.5,13.4,18.7,16.2,11.0,21.3,37.6,,0.9,8.36,13.64,33.88,43.18,57.4,17.4,18.6,49.6
01-14,8.9,44.3,36.1,34.2,18.6,22.1,8.6,23.4,31.0,9.7,5.4,9.2,52.2,13.2,56.6,7.5,57.7,25.9,18.6,10.3,14.7,39.9,39.9,33.8,44.2,36.4,13.8,17.9,16.1,17.5,37.6,0.9,31.9,4.4,12.0,17.8,35.5,13.4,18.7,16.2,10.9,21.3,38.9,,0.9,8.66,13.64,33.96,43.34,57.7,17.8,18.6,49.6
01-15,8.9,43.8,36.1,34.2,18.6,23.5,8.6,23.6,31.0,10.9,5.4,9.2,52.5,13.2,58.5,7.5,58.7,28.8,19.4,10.3,14.7,39.8,39.9,33.8,44.3,37.4,13.8,17.9,16.1,17.5,37.6,0.9,31.9,4.3,12.0,19.2,35.5,13.3,18.9,16.2,10.8,21.3,40.3,,0.9,8.66,13.6,33.96,43.1,58.7,18.4,19.2,49.6
01-16,8.9,43.8,36.0,34.7,18.6,24.3,8.6,23.9,31.0,11.0,5.4,9.2,54.5,13.2,59.8,7.6,59.4,31.8,21.9,12.0,14.7,39.8,40.1,33.8,44.6,37.4,13.8,17.9,16.1,17.6,37.6,0.9,31.9,4.3,12.0,19.5,35.5,13.2,21.4,16.2,10.7,21.3,40.9,,0.9,8.66,13.56,34.16,43.22,59.8,18.7,21.3,49.6
01-17,8.9,43.3,36.3,34.7,18.6,26.8,8.6,25.7,31.0,11.2,5.4,9.2,55.0,13.2,59.9,11.5,59.8,31.4,21.9,12.0,14.7,39.8,40.1,33.8,44.8,38.9,13.8,17.9,16.1,17.6,37.6,1.0,31.9,4.2,12.0,20.3,35.5,13.1,24.4,17.5,10.6,21.3,42.4,,1.0,8.96,13.56,34.16,43.12,59.9,19.1,21.3,49.6
01-18,9.5,43.2,36.4,34.7,19.0,27.6,8.6,26.3,31.0,11.2,5.5,9.2,55.5,13.2,59.9,11.5,60.1,27.4,22.6,13.4,15.0,39.8,40.1,33.8,45.0,41.5,13.8,17.9,16.1,18.2,37.6,1.0,31.9,4.0,11.9,21.0,35.5,13.0,25.5,17.5,10.5,21.3,42.4,,1.0,9.26,13.64,34.16,43.04,60.1,19.6,21.3,49.6
01-19,9.6,44.3,38.4,34.7,19.0,27.8,8.6,26.3,31.0,11.2,5.5,9.2,55.5,13.2,60.0,14.3,60.5,29.9,24.7,15.6,15.2,39.8,40.1,33.8,45.4,44.3,13.8,17.9,16.1,21.0,37.6,1.0,31.9,4.0,11.8,21.6,36.1,13.5,28.1,17.5,10.5,21.3,43.4,,1.0,9.28,14.84,34.16,44.3,60.5,21.3,21.6,49.6
01-20,9.6,44.7,38.7,34.7,19.0,28.1,8.6,26.5,31.0,11.2,5.5,9.2,55.8,13.2,60.0,15.4,60.8,31.1,28.1,16.3,15.2,39.8,40.1,33.8,45.4,44.3,13.8,17.9,16.1,22.0,37.6,2.0,31.9,3.7,11.8,23.5,38.3,13.7,28.3,17.6,10.5,21.3,43.7,,2.0,9.28,15.32,34.16,44.62,60.8,22.8,23.5,49.6
01-21,9.6,46.1,38.9,34.7,19.0,28.1,8.6,26.7,30.9,11.3,5.6,9.2,61.0,13.2,60.3,15.9,62.8,31.5,33.3,16.3,15.4,39.8,40.1,33.8,45.4,44.3,13.8,17.9,15.8,22.9,37.6,5.7,31.9,3.6,11.8,23.5,40.0,13.7,30.4,17.6,10.5,21.3,43.9,,3.6,9.28,15.64,34.16,45.18,62.8,23.2,23.5,49.6
01-22,9.6,46.8,39.3,34.7,19.0,28.1,8.6,26.7,30.9,11.7,5.6,9.2,63.9,13.2,60.3,18.0,63.7,32.4,34.8,16.4,15.4,39.8,40.4,33.8,45.9,44.3,13.8,18.3,16.2,23.2,37.6,6.3,31.9,3.5,11.8,23.6,41.8,13.7,30.4,17.6,10.5,21.3,44.1,,3.5,9.28,15.88,34.74,45.58,63.9,23.4,23.6,49.6
01-23,9.9,46.8,40.7,34.7,19.0,28.7,8.6,27.0,30.9,11.7,5.8,9.2,63.9,13.8,62.2,18.3,69.2,33.0,36.4,16.6,15.4,40.2,42.0,33.8,45.9,44.3,13.8,19.0,16.9,24.1,37.6,7.5,32.1,3.5,11.8,23.7,45.4,13.5,30.4,17.9,10.6,21.3,44.1,,3.5,9.34,16.12,35.38,45.8,69.2,23.9,24.1,49.6
01-24,10.3,46.8,44.5,34.7,19.0,28.7,8.6,27.0,30.9,11.7,5.9,9.2,63.9,13.8,62.7,20.3,70.2,33.4,39.0,18.6,15.5,40.7,44.0,34.1,45.9,45.5,13.8,19.6,17.6,24.4,37.4,9.5,32.1,3.4,11.8,25.2,47.3,14.0,30.4,18.2,10.6,21.3,44.3,,3.4,9.66,16.76,35.78,46.62,70.2,24.8,25.2,49.6
01-25,10.3,47.0,45.8,34.7,19.0,28.7,9.9,27.0,30.9,11.7,5.9,9.2,64.0,15.1,64.0,25.8,71.1,33.7,39.1,23.4,16.0,40.7,44.0,34.1,46.3,45.8,13.8,20.1,18.1,24.7,37.3,9.5,32.4,3.4,11.8,25.3,47.3,14.6,30.4,18.2,11.1,21.3,44.3,,3.4,9.98,17.26,35.74,46.86,71.1,25.6,25.8,49.6
01-26,10.3,47.3,46.3,34.7,19.0,28.7,10.1,27.0,30.9,11.7,5.9,9.2,64.0,15.4,64.8,26.5,75.3,34.0,39.1,24.5,16.9,41.1,44.0,34.1,47.0,45.8,13.8,21.6,19.0,25.9,37.2,9.4,32.6,3.2,11.8,25.3,47.3,15.6,30.4,18.2,11.1,21.3,44.4,,3.2,10.14,17.68,35.7,47.24,75.3,26.2,26.5,49.6
01-27,12.9,48.9,48.1,34.7,19.0,28.7,10.3,27.0,30.9,11.7,5.9,9.1,64.1,15.5,66.0,27.1,78.0,34.0,39.1,24.6,17.1,42.8,44.0,34.4,47.0,46.1,13.8,21.6,19.0,26.9,37.0,9.4,32.6,3.1,11.8,25.3,47.3,15.6,30.4,19.0,11.5,21.3,44.4,,3.1,10.54,18.24,35.62,47.94,78.0,27.0,27.0,49.6
01-28,16.5,49.2,48.5,34.6,19.0,28.7,11.6,27.0,30.9,11.7,5.9,9.1,64.1,15.5,66.8,30.0,78.7,34.7,39.1,24.6,17.2,42.8,44.4,35.4,47.2,46.1,13.8,22.8,19.0,26.9,37.0,9.4,32.6,3.1,11.9,25.3,47.3,15.6,30.5,19.0,13.4,21.3,44.4,,3.1,11.62,18.28,36.04,48.26,78.7,28.4,27.0,49.6
01-29,19.1,49.8,49.2,34.5,19.0,28.7,11.6,27.0,30.9,11.7,6.1,9.1,64.1,15.7,66.8,31.7,79.8,34.9,39.1,24.8,17.3,42.8,44.5,35.7,47.2,47.1,13.8,23.4,19.0,26.9,36.9,9.4,32.6,3.0,11.9,25.4,47.3,15.6,30.5,19.0,15.9,21.3,44.4,,3.0,11.62,19.0,36.18,48.82,79.8,28.7,27.0,49.6
01-30,19.4,49.8,50.1,34.5,19.0,28.7,12.0,27.9,30.9,11.8,6.1,9.1,64.1,15.8,67.1,33.0,80.0,36.4,39.4,24.9,17.7,42.8,44.6,36.1,47.2,47.1,13.8,24.0,19.0,26.9,36.7,9.4,32.6,3.6,11.9,29.3,47.3,15.6,30.5,19.0,16.6,21.3,44.8,,3.6,11.82,19.0,36.52,49.3,80.0,29.9,28.7,49.6
01-31,19.4,50.0,50.1,34.5,19.0,29.3,12.0,28.1,30.9,13.1,6.1,9.1,64.3,15.8,67.3,34.1,80.5,37.1,39.5,26.5,17.7,42.8,44.7,36.1,47.2,48.5,13.8,25.3,19.0,26.9,37.2,9.4,32.6,4.3,11.9,29.7,47.3,15.6,30.5,19.0,16.6,21.3,45.1,,4.3,11.92,19.0,37.14,49.7,80.5,30.1,29.3,49.6
02-01,19.8,50.4,50.1,34.3,19.0,30.1,12.0,28.1,30.9,13.6,6.1,9.0,64.3,15.8,67.7,34.5,80.5,37.1,39.7,28.2,17.9,43.2,44.8,36.1,47.3,49.2,13.8,26.8,19.0,26.9,37.2,9.4,32.4,4.3,11.8,30.3,47.5,15.5,30.5,19.0,16.6,21.3,45.1,,4.3,11.84,19.0,37.14,49.92,80.5,30.4,30.1,49.6
02-02,19.8,50.8,50.3,34.3,19.5,30.4,12.2,28.2,31.5,13.6,6.1,9.0,64.4,15.8,67.9,34.5,80.5,38.5,40.0,28.6,18.3,43.4,45.3,36.1,47.3,51.7,13.8,26.8,19.0,26.9,37.2,9.4,32.2,4.3,11.6,30.0,47.6,15.4,30.5,19.0,16.6,21.3,45.1,,4.3,11.72,19.0,37.72,50.7,80.5,30.2,30.0,49.6
02-03,20.5,50.9,50.3,34.2,19.6,31.7,12.4,28.4,33.0,13.8,7.3,9.0,64.4,15.8,68.2,34.5,80.5,41.6,40.4,28.6,18.3,43.4,45.3,37.3,47.3,53.3,13.8,28.5,19.0,27.1,37.2,9.4,32.1,4.3,11.5,29.9,48.2,15.3,32.0,19.0,16.8,21.3,45.1,,4.3,11.68,19.0,38.54,50.78,80.5,31.0,29.9,49.6
02-04,20.8,50.9,50.3,34.2,19.6,32.6,12.7,28.4,34.9,15.7,7.3,9.0,64.5,15.8,68.2,35.0,81.3,42.6,40.4,29.2,18.3,43.4,45.3,37.3,47.3,53.3,13.8,29.9,19.0,27.3,37.2,9.4,32.1,4.3,11.3,29.9,50.5,15.2,35.6,19.0,16.9,21.3,45.2,,4.3,11.58,19.0,38.54,50.82,81.3,31.0,29.9,49.6
